Country,Model,Year,Review Score,Sales Volume
Germany,Mercedes-Benz,Altima,2022,2.1,6184
USA,Mercedes-Benz,Altima,2022,2.0,8458
France,Mercedes-Benz,Altima,2019,2.7,1328
Germany,Mercedes-Benz,Altima,2019,1.9,16809
USA,Mercedes-Benz,Altima,2019,3.4,2238
France,Mercedes-Benz,Altima,2020,1.1,6559
Germany,Mercedes-Benz,Altima,2020,4.6,3372
USA,Mercedes-Benz,Altima,2020,2.0,6937
France,Mercedes-Benz,Altima,2012,3.4,2016
Germany,Mercedes-Benz,Altima,2012,2.6,7406
USA,Mercedes-Benz,Altima,2012,4.0,12695
France,Mercedes-Benz,Altima,2014,3.1,17284
Germany,Mercedes-Benz,Altima,2014,2.8,12686
USA,Mercedes-Benz,Altima,2014,3.8,4615
France,Mercedes-Benz,Altima,2016,2.5,5841
Germany,Mercedes-Benz,Altima,2016,1.9,2999
USA,Mercedes-Benz,Altima,2016,2.4,17777
France,Mercedes-Benz,Altima,2018,2.1,7194
Germany,Mercedes-Benz,Altima,2018,4.3,9039
USA,Mercedes-Benz,Altima,2018,4.0,15715
France,Mercedes-Benz,Altima,2013,4.5,2058
Germany,Mercedes-Benz,Altima,2013,2.4,873
USA,Mercedes-Benz,Altima,2013,4.9,7099
France,Mercedes-Benz,Altima,2010,3.3,2730
Germany,Mercedes-Benz,Altima,2010,4.5,16458
USA,Mercedes-Benz,Altima,2010,1.9,3823
France,Mercedes-Benz,Altima,2015,2.1,13570
Germany,Mercedes-Benz,Altima,2015,3.3,3450
USA,Mercedes-Benz,Altima,2015,2.5,7897
France,Mercedes-Benz,Enclave,2017,4.5,16208
Germany,Mercedes-Benz,Enclave,2017,1.2,2460
USA,Mercedes-Benz,Enclave,2017,4.2,10902
France,Mercedes-Benz,Enclave,2011,3.5,3810
Germany,Mercedes-Benz,Enclave,2011,3.6,13791
USA,Mercedes-Benz,Enclave,2011,4.5,12617
France,Mercedes-Benz,Enclave,2021,3.1,8560
Germany,Mercedes-Benz,Enclave,2021,3.6,10827
USA,Mercedes-Benz,Enclave,2021,4.6,17159
France,Mercedes-Benz,Enclave,2022,2.3,15951
Germany,Mercedes-Benz,Enclave,2022,2.4,946
USA,Mercedes-Benz,Enclave,2022,1.4,4986
France,Mercedes-Benz,Enclave,2019,4.7,17837
Germany,Mercedes-Benz,Enclave,2019,2.2,6558
USA,Mercedes-Benz,Enclave,2019,3.0,9584
France,Mercedes-Benz,Enclave,2020,4.0,11058
Germany,Mercedes-Benz,Enclave,2020,4.1,16050
USA,Mercedes-Benz,Enclave,2020,1.5,14098
France,Mercedes-Benz,Enclave,2012,4.3,15138
Germany,Mercedes-Benz,Enclave,2012,4.3,5812
USA,Mercedes-Benz,Enclave,2012,3.0,14165
France,Mercedes-Benz,Enclave,2014,3.4,16887
Germany,Mercedes-Benz,Enclave,2014,4.5,9567
USA,Mercedes-Benz,Enclave,2014,2.2,17847
France,Mercedes-Benz,Enclave,2016,2.4,2260
Germany,Mercedes-Benz,Enclave,2016,1.1,9382
USA,Mercedes-Benz,Enclave,2016,2.1,13446
France,Mercedes-Benz,Enclave,2018,2.3,14875
Germany,Mercedes-Benz,Enclave,2018,2.8,12933
USA,Mercedes-Benz,Enclave,2018,2.8,802
France,Mercedes-Benz,Enclave,2013,2.8,6108
Germany,Mercedes-Benz,Enclave,2013,1.1,5599
USA,Mercedes-Benz,Enclave,2013,1.3,17614
France,Mercedes-Benz,Enclave,2010,3.1,13388
Germany,Mercedes-Benz,Enclave,2010,1.2,17550
USA,Mercedes-Benz,Enclave,2010,3.4,9113
France,Mercedes-Benz,Enclave,2015,2.7,12416
Germany,Mercedes-Benz,Enclave,2015,1.8,9190
USA,Mercedes-Benz,Enclave,2015,4.1,11752
France,Mercedes-Benz,Impreza,2017,2.8,4793
Germany,Mercedes-Benz,Impreza,2017,3.5,15309
USA,Mercedes-Benz,Impreza,2017,3.2,10472
France,Mercedes-Benz,Impreza,2011,4.0,15356
Germany,Mercedes-Benz,Impreza,2011,1.2,6202
USA,Mercedes-Benz,Impreza,2011,2.2,2962
France,Mercedes-Benz,Impreza,2021,4.4,11502
Germany,Mercedes-Benz,Impreza,2021,3.3,2263
USA,Mercedes-Benz,Impreza,2021,1.9,11399
France,Mercedes-Benz,Impreza,2022,1.6,11199
Germany,Mercedes-Benz,Impreza,2022,4.4,9724
USA,Mercedes-Benz,Impreza,2022,4.2,13902
France,Mercedes-Benz,Impreza,2019,2.3,16242
Germany,Mercedes-Benz,Impreza,2019,1.6,15663
USA,Mercedes-Benz,Impreza,2019,1.4,10826
France,Mercedes-Benz,Impreza,2020,1.6,796
Germany,Mercedes-Benz,Impreza,2020,2.5,9914
USA,Mercedes-Benz,Impreza,2020,3.0,15587
France,Mercedes-Benz,Impreza,2012,2.1,8566
Germany,Mercedes-Benz,Impreza,2012,3.6,8784
USA,Mercedes-Benz,Impreza,2012,2.9,9635
France,Mercedes-Benz,Impreza,2014,2.7,4634
Germany,Mercedes-Benz,Impreza,2014,4.2,9939
USA,Mercedes-Benz,Impreza,2014,1.4,10319
France,Mercedes-Benz,Impreza,2016,3.1,8873
Germany,Mercedes-Benz,Impreza,2016,4.8,4555
USA,Mercedes-Benz,Impreza,2016,2.0,16770
France,Mercedes-Benz,Impreza,2018,4.6,15481
Germany,Mercedes-Benz,Impreza,2018,1.7,1904
USA,Mercedes-Benz,Impreza,2018,4.0,4103
France,Mercedes-Benz,Impreza,2013,1.3,12458
Germany,Mercedes-Benz,Impreza,2013,3.0,9653
USA,Mercedes-Benz,Impreza,2013,4.4,14004
France,Mercedes-Benz,Impreza,2010,1.6,6780
Germany,Mercedes-Benz,Impreza,2010,2.2,11316
USA,Mercedes-Benz,Impreza,2010,1.6,6783
France,Mercedes-Benz,Impreza,2015,3.2,9816
Germany,Mercedes-Benz,Impreza,2015,2.9,16451
USA,Mercedes-Benz,Impreza,2015,2.6,5616
France,Mercedes-Benz,Highlander,2017,3.5,10246
Germany,Mercedes-Benz,Highlander,2017,3.2,3464
USA,Mercedes-Benz,Highlander,2017,4.3,1069
France,Mercedes-Benz,Highlander,2011,3.8,11224
Germany,Mercedes-Benz,Highlander,2011,4.6,17142
USA,Mercedes-Benz,Highlander,2011,3.7,12010
France,Mercedes-Benz,Highlander,2021,3.2,15629
Germany,Mercedes-Benz,Highlander,2021,2.6,17209
USA,Mercedes-Benz,Highlander,2021,3.4,717
France,Mercedes-Benz,Highlander,2022,2.2,3325
Germany,Mercedes-Benz,Highlander,2022,4.7,5336
USA,Mercedes-Benz,Highlander,2022,4.8,5576
France,Mercedes-Benz,Highlander,2019,2.8,1310
Germany,Mercedes-Benz,Highlander,2019,1.1,15538
USA,Mercedes-Benz,Highlander,2019,1.4,5276
France,Mercedes-Benz,Highlander,2020,3.6,13037
Germany,Mercedes-Benz,Highlander,2020,2.0,7374
USA,Mercedes-Benz,Highlander,2020,2.8,17793
France,Mercedes-Benz,Highlander,2012,2.9,549
Germany,Mercedes-Benz,Highlander,2012,4.3,7857
USA,Mercedes-Benz,Highlander,2012,4.3,9864
France,Mercedes-Benz,Highlander,2014,4.7,2460
Germany,Mercedes-Benz,Highlander,2014,4.7,2369
USA,Mercedes-Benz,Highlander,2014,1.2,1298
France,Mercedes-Benz,Highlander,2016,3.5,15396
Germany,Mercedes-Benz,Highlander,2016,1.5,10169
USA,Mercedes-Benz,Highlander,2016,2.0,16026
France,Mercedes-Benz,Highlander,2018,2.9,7334
Germany,Mercedes-Benz,Highlander,2018,2.0,7403
USA,Mercedes-Benz,Highlander,2018,2.4,11662
France,Mercedes-Benz,Highlander,2013,1.6,1633
Germany,Mercedes-Benz,Highlander,2013,4.7,7698
USA,Mercedes-Benz,Highlander,2013,2.9,18195
France,Mercedes-Benz,Highlander,2010,1.5,3620
Germany,Mercedes-Benz,Highlander,2010,3.5,10910
USA,Mercedes-Benz,Highlander,2010,1.3,17201
France,Mercedes-Benz,Highlander,2015,2.7,17733
Germany,Mercedes-Benz,Highlander,2015,2.8,9337
USA,Mercedes-Benz,Highlander,2015,2.5,11161
France,Mercedes-Benz,Mazda6,2017,1.7,10010
Germany,Mercedes-Benz,Mazda6,2017,2.5,16255
USA,Mercedes-Benz,Mazda6,2017,2.9,17032
France,Mercedes-Benz,Mazda6,2011,2.3,15071
Germany,Mercedes-Benz,Mazda6,2011,1.2,12806
USA,Mercedes-Benz,Mazda6,2011,1.1,4430
France,Mercedes-Benz,Mazda6,2021,2.5,6102
Germany,Mercedes-Benz,Mazda6,2021,2.9,11993
USA,Mercedes-Benz,Mazda6,2021,1.2,12256
France,Mercedes-Benz,Mazda6,2022,1.3,12352
Germany,Mercedes-Benz,Mazda6,2022,2.1,8793
USA,Mercedes-Benz,Mazda6,2022,3.2,17735
France,Mercedes-Benz,Mazda6,2019,1.8,2253
Germany,Mercedes-Benz,Mazda6,2019,3.0,15564
USA,Mercedes-Benz,Mazda6,2019,3.8,5319
France,Mercedes-Benz,Mazda6,2020,2.7,16104
Germany,Mercedes-Benz,Mazda6,2020,4.5,15176
USA,Mercedes-Benz,Mazda6,2020,1.3,15860
France,Mercedes-Benz,Mazda6,2012,2.5,10654
Germany,Mercedes-Benz,Mazda6,2012,4.6,18169
USA,Mercedes-Benz,Mazda6,2012,1.3,10317
France,Mercedes-Benz,Mazda6,2014,3.6,1114
Germany,Mercedes-Benz,Mazda6,2014,1.9,6362
USA,Mercedes-Benz,Mazda6,2014,2.4,8401
France,Mercedes-Benz,Mazda6,2016,2.6,10321
Germany,Mercedes-Benz,Mazda6,2016,2.3,15993
USA,Mercedes-Benz,Mazda6,2016,2.8,9605
France,Mercedes-Benz,Mazda6,2018,1.1,14563
Germany,Mercedes-Benz,Mazda6,2018,4.9,10446
USA,Mercedes-Benz,Mazda6,2018,4.8,2965
France,Mercedes-Benz,Mazda6,2013,4.3,9551
Germany,Mercedes-Benz,Mazda6,2013,2.8,5392
USA,Mercedes-Benz,Mazda6,2013,3.0,13195
France,Mercedes-Benz,Mazda6,2010,1.1,8717
Germany,Mercedes-Benz,Mazda6,2010,3.5,11481
USA,Mercedes-Benz,Mazda6,2010,4.0,3857
France,Mercedes-Benz,Mazda6,2015,4.7,15750
Germany,Mercedes-Benz,Mazda6,2015,2.1,6351
USA,Mercedes-Benz,Mazda6,2015,4.1,6419
France,Mercedes-Benz,CR-V,2017,4.2,10099
Germany,Mercedes-Benz,CR-V,2017,4.8,10179
USA,Mercedes-Benz,CR-V,2017,1.5,1275
France,Mercedes-Benz,CR-V,2011,3.5,8387
Germany,Mercedes-Benz,CR-V,2011,2.1,4719
USA,Mercedes-Benz,CR-V,2011,2.2,936
France,Mercedes-Benz,CR-V,2021,4.4,17444
Germany,Mercedes-Benz,CR-V,2021,2.2,16947
USA,Mercedes-Benz,CR-V,2021,2.4,12860
France,Mercedes-Benz,CR-V,2022,2.6,10176
Germany,Mercedes-Benz,CR-V,2022,1.3,12998
USA,Mercedes-Benz,CR-V,2022,4.1,4198
France,Mercedes-Benz,CR-V,2019,1.7,14850
Germany,Mercedes-Benz,CR-V,2019,4.4,16932
USA,Mercedes-Benz,CR-V,2019,1.9,11538
France,Mercedes-Benz,CR-V,2020,3.5,6029
Germany,Mercedes-Benz,CR-V,2020,1.9,8076
USA,Mercedes-Benz,CR-V,2020,3.1,909
France,Mercedes-Benz,CR-V,2012,4.5,15562
Germany,Mercedes-Benz,CR-V,2012,3.5,9331
USA,Mercedes-Benz,CR-V,2012,4.5,6045
France,Mercedes-Benz,CR-V,2014,4.4,6585
Germany,Mercedes-Benz,CR-V,2014,3.2,2406
USA,Mercedes-Benz,CR-V,2014,3.5,8540
France,Mercedes-Benz,CR-V,2016,4.1,10693
Germany,Mercedes-Benz,CR-V,2016,3.7,10998
USA,Mercedes-Benz,CR-V,2016,3.9,7389
France,Mercedes-Benz,CR-V,2018,2.2,5951
Germany,Mercedes-Benz,CR-V,2018,4.9,9286
USA,Mercedes-Benz,CR-V,2018,1.5,4201
France,Mercedes-Benz,CR-V,2013,4.7,14070
Germany,Mercedes-Benz,CR-V,2013,2.0,7751
USA,Mercedes-Benz,CR-V,2013,2.4,17866
France,Mercedes-Benz,CR-V,2010,2.1,16594
Germany,Mercedes-Benz,CR-V,2010,4.8,4128
USA,Mercedes-Benz,CR-V,2010,2.5,12786
France,Mercedes-Benz,CR-V,2015,4.7,17174
Germany,Mercedes-Benz,CR-V,2015,2.3,741
USA,Mercedes-Benz,CR-V,2015,3.3,6601
France,Mercedes-Benz,Palisade,2017,4.4,601
Germany,Mercedes-Benz,Palisade,2017,4.5,7492
USA,Mercedes-Benz,Palisade,2017,2.1,2609
France,Mercedes-Benz,Palisade,2011,1.7,14189
Germany,Mercedes-Benz,Palisade,2011,4.3,9212
USA,Mercedes-Benz,Palisade,2011,1.9,6789
France,Mercedes-Benz,Palisade,2021,4.1,10679
Germany,Mercedes-Benz,Palisade,2021,2.1,5282
USA,Mercedes-Benz,Palisade,2021,2.9,12256
France,Mercedes-Benz,Palisade,2022,1.5,1334
Germany,Mercedes-Benz,Palisade,2022,4.8,12671
USA,Mercedes-Benz,Palisade,2022,3.6,15764
France,Mercedes-Benz,Palisade,2019,4.7,16713
Germany,Mercedes-Benz,Palisade,2019,3.5,6871
USA,Mercedes-Benz,Palisade,2019,1.7,1364
France,Mercedes-Benz,Palisade,2020,4.4,5787
Germany,Mercedes-Benz,Palisade,2020,3.6,12903
USA,Mercedes-Benz,Palisade,2020,3.0,4600
France,Mercedes-Benz,Palisade,2012,2.2,8143
Germany,Mercedes-Benz,Palisade,2012,3.5,2656
USA,Mercedes-Benz,Palisade,2012,4.0,16090
France,Mercedes-Benz,Palisade,2014,3.0,13719
Germany,Mercedes-Benz,Palisade,2014,3.4,10939
USA,Mercedes-Benz,Palisade,2014,2.3,4070
France,Mercedes-Benz,Palisade,2016,3.0,6688
Germany,Mercedes-Benz,Palisade,2016,1.3,4206
USA,Mercedes-Benz,Palisade,2016,2.4,11515
France,Mercedes-Benz,Palisade,2018,3.0,955
Germany,Mercedes-Benz,Palisade,2018,4.7,10646
USA,Mercedes-Benz,Palisade,2018,1.4,12092
France,Mercedes-Benz,Palisade,2013,1.5,15191
Germany,Mercedes-Benz,Palisade,2013,2.0,12155
USA,Mercedes-Benz,Palisade,2013,3.4,9837
France,Mercedes-Benz,Palisade,2010,1.6,11589
Germany,Mercedes-Benz,Palisade,2010,1.7,10688
USA,Mercedes-Benz,Palisade,2010,4.1,4481
France,Mercedes-Benz,Palisade,2015,2.3,12796
Germany,Mercedes-Benz,Palisade,2015,2.8,14749
USA,Mercedes-Benz,Palisade,2015,2.8,1413
France,Mercedes-Benz,S60,2017,2.2,16575
Germany,Mercedes-Benz,S60,2017,2.1,13411
USA,Mercedes-Benz,S60,2017,4.5,2018
France,Mercedes-Benz,S60,2011,4.1,1972
Germany,Mercedes-Benz,S60,2011,4.4,16860
USA,Mercedes-Benz,S60,2011,4.2,12214
France,Mercedes-Benz,S60,2021,4.0,17240
Germany,Mercedes-Benz,S60,2021,1.1,14953
USA,Mercedes-Benz,S60,2021,1.3,9038
France,Mercedes-Benz,S60,2022,1.1,4309
Germany,Mercedes-Benz,S60,2022,4.4,4114
USA,Mercedes-Benz,S60,2022,3.5,8400
France,Mercedes-Benz,S60,2019,1.2,1787
Germany,Mercedes-Benz,S60,2019,4.7,7831
USA,Mercedes-Benz,S60,2019,3.8,17261
France,Mercedes-Benz,S60,2020,2.2,9708
Germany,Mercedes-Benz,S60,2020,4.5,2765
USA,Mercedes-Benz,S60,2020,4.4,17771
France,Mercedes-Benz,S60,2012,2.3,2543
Germany,Mercedes-Benz,S60,2012,2.1,13675
USA,Mercedes-Benz,S60,2012,1.5,14034
France,Mercedes-Benz,S60,2014,4.3,13357
Germany,Mercedes-Benz,S60,2014,1.2,11438
USA,Mercedes-Benz,S60,2014,4.4,11628
France,Mercedes-Benz,S60,2016,4.2,3330
Germany,Mercedes-Benz,S60,2016,2.9,16155
USA,Mercedes-Benz,S60,2016,4.3,7155
France,Mercedes-Benz,S60,2018,2.1,9770
Germany,Mercedes-Benz,S60,2018,2.6,9794
USA,Mercedes-Benz,S60,2018,2.4,10134
France,Mercedes-Benz,S60,2013,4.2,10223
Germany,Mercedes-Benz,S60,2013,1.5,6493
USA,Mercedes-Benz,S60,2013,1.7,17807
France,Mercedes-Benz,S60,2010,1.5,9108
Germany,Mercedes-Benz,S60,2010,1.3,661
USA,Mercedes-Benz,S60,2010,2.3,6128
France,Mercedes-Benz,S60,2015,4.3,1282
Germany,Mercedes-Benz,S60,2015,1.8,14055
USA,Mercedes-Benz,S60,2015,3.8,15051
France,Mercedes-Benz,Explorer,2017,4.7,12703
Germany,Mercedes-Benz,Explorer,2017,4.4,1270
USA,Mercedes-Benz,Explorer,2017,2.1,3867
France,Mercedes-Benz,Explorer,2011,3.3,14973
Germany,Mercedes-Benz,Explorer,2011,2.3,11235
USA,Mercedes-Benz,Explorer,2011,1.8,5690
France,Mercedes-Benz,Explorer,2021,4.7,13605
Germany,Mercedes-Benz,Explorer,2021,3.5,7969
USA,Mercedes-Benz,Explorer,2021,3.4,13585
France,Mercedes-Benz,Explorer,2022,3.4,5869
Germany,Mercedes-Benz,Explorer,2022,1.5,4715
USA,Mercedes-Benz,Explorer,2022,3.3,10604
France,Mercedes-Benz,Explorer,2019,2.4,4935
Germany,Mercedes-Benz,Explorer,2019,2.9,11817
USA,Mercedes-Benz,Explorer,2019,2.2,11692
France,Mercedes-Benz,Explorer,2020,2.8,3570
Germany,Mercedes-Benz,Explorer,2020,1.2,12293
USA,Mercedes-Benz,Explorer,2020,4.1,12290
France,Mercedes-Benz,Explorer,2012,3.1,10701
Germany,Mercedes-Benz,Explorer,2012,2.0,13703
USA,Mercedes-Benz,Explorer,2012,2.6,10647
France,Mercedes-Benz,Explorer,2014,3.2,3192
Germany,Mercedes-Benz,Explorer,2014,1.7,17472
USA,Mercedes-Benz,Explorer,2014,3.6,9705
France,Mercedes-Benz,Explorer,2016,4.6,11549
Germany,Mercedes-Benz,Explorer,2016,4.0,7527
USA,Mercedes-Benz,Explorer,2016,4.1,14618
France,Mercedes-Benz,Explorer,2018,2.8,12335
Germany,Mercedes-Benz,Explorer,2018,4.3,15572
USA,Mercedes-Benz,Explorer,2018,4.5,4696
France,Mercedes-Benz,Explorer,2013,2.0,7570
Germany,Mercedes-Benz,Explorer,2013,2.7,1806
USA,Mercedes-Benz,Explorer,2013,3.4,13374
France,Mercedes-Benz,Explorer,2010,4.8,13415
Germany,Mercedes-Benz,Explorer,2010,2.9,15215
USA,Mercedes-Benz,Explorer,2010,4.5,11306
France,Mercedes-Benz,Explorer,2015,3.8,10608
Germany,Mercedes-Benz,Explorer,2015,2.4,1132
USA,Mercedes-Benz,Explorer,2015,2.1,15849
France,Mercedes-Benz,Outback,2017,2.7,1303
Germany,Mercedes-Benz,Outback,2017,2.6,1120
USA,Mercedes-Benz,Outback,2017,3.6,16676
France,Mercedes-Benz,Outback,2011,4.3,7919
Germany,Mercedes-Benz,Outback,2011,1.5,4549
USA,Mercedes-Benz,Outback,2011,3.4,15656
France,Mercedes-Benz,Outback,2021,2.0,6498
Germany,Mercedes-Benz,Outback,2021,2.4,2001
USA,Mercedes-Benz,Outback,2021,2.4,4255
France,Mercedes-Benz,Outback,2022,1.3,9420
Germany,Mercedes-Benz,Outback,2022,3.0,10760
USA,Mercedes-Benz,Outback,2022,3.1,17464
France,Mercedes-Benz,Outback,2019,2.5,4349
Germany,Mercedes-Benz,Outback,2019,4.7,12998
USA,Mercedes-Benz,Outback,2019,1.9,15288
France,Mercedes-Benz,Outback,2020,3.0,11088
Germany,Mercedes-Benz,Outback,2020,3.6,6884
USA,Mercedes-Benz,Outback,2020,4.7,6138
France,Mercedes-Benz,Outback,2012,2.1,5313
Germany,Mercedes-Benz,Outback,2012,1.1,9822
USA,Mercedes-Benz,Outback,2012,1.5,15759
France,Mercedes-Benz,Outback,2014,3.1,10286
Germany,Mercedes-Benz,Outback,2014,4.4,18101
USA,Mercedes-Benz,Outback,2014,1.9,4112
France,Mercedes-Benz,Outback,2016,3.2,9513
Germany,Mercedes-Benz,Outback,2016,1.7,13498
USA,Mercedes-Benz,Outback,2016,4.7,12950
France,Mercedes-Benz,Outback,2018,1.5,15515
Germany,Mercedes-Benz,Outback,2018,3.3,1176
USA,Mercedes-Benz,Outback,2018,4.3,1938
France,Mercedes-Benz,Outback,2013,2.9,16207
Germany,Mercedes-Benz,Outback,2013,2.5,12753
USA,Mercedes-Benz,Outback,2013,2.5,18435
France,Mercedes-Benz,Outback,2010,3.9,5232
Germany,Mercedes-Benz,Outback,2010,4.4,9422
USA,Mercedes-Benz,Outback,2010,3.0,10784
France,Mercedes-Benz,Outback,2015,2.1,15769
Germany,Mercedes-Benz,Outback,2015,2.2,11658
USA,Mercedes-Benz,Outback,2015,2.4,6199
France,Mercedes-Benz,3 Series,2017,1.4,5312
Germany,Mercedes-Benz,3 Series,2017,4.3,11908
USA,Mercedes-Benz,3 Series,2017,4.5,7984
France,Mercedes-Benz,3 Series,2011,1.2,8585
Germany,Mercedes-Benz,3 Series,2011,3.1,2614
USA,Mercedes-Benz,3 Series,2011,1.5,16145
France,Mercedes-Benz,3 Series,2021,2.6,5145
Germany,Mercedes-Benz,3 Series,2021,2.0,13174
USA,Mercedes-Benz,3 Series,2021,1.9,9897
France,Mercedes-Benz,3 Series,2022,1.4,3663
Germany,Mercedes-Benz,3 Series,2022,1.7,5948
USA,Mercedes-Benz,3 Series,2022,1.2,17014
France,Mercedes-Benz,3 Series,2019,3.6,16106
Germany,Mercedes-Benz,3 Series,2019,2.4,11719
USA,Mercedes-Benz,3 Series,2019,1.6,4607
France,Mercedes-Benz,3 Series,2020,1.8,12834
Germany,Mercedes-Benz,3 Series,2020,3.7,15786
USA,Mercedes-Benz,3 Series,2020,3.1,17371
France,Mercedes-Benz,3 Series,2012,4.8,17616
Germany,Mercedes-Benz,3 Series,2012,1.4,5504
USA,Mercedes-Benz,3 Series,2012,1.6,3510
France,Mercedes-Benz,3 Series,2014,2.7,9225
Germany,Mercedes-Benz,3 Series,2014,2.4,13597
USA,Mercedes-Benz,3 Series,2014,4.3,11965
France,Mercedes-Benz,3 Series,2016,4.7,7842
Germany,Mercedes-Benz,3 Series,2016,3.3,9676
USA,Mercedes-Benz,3 Series,2016,2.0,12530
France,Mercedes-Benz,3 Series,2018,1.4,18427
Germany,Mercedes-Benz,3 Series,2018,2.2,5114
USA,Mercedes-Benz,3 Series,2018,3.1,4323
France,Mercedes-Benz,3 Series,2013,3.1,9695
Germany,Mercedes-Benz,3 Series,2013,4.2,18186
USA,Mercedes-Benz,3 Series,2013,3.9,772
France,Mercedes-Benz,3 Series,2010,1.4,14615
Germany,Mercedes-Benz,3 Series,2010,1.7,4199
USA,Mercedes-Benz,3 Series,2010,1.6,8862
France,Mercedes-Benz,3 Series,2015,3.6,8819
Germany,Mercedes-Benz,3 Series,2015,1.5,4032
USA,Mercedes-Benz,3 Series,2015,3.2,16490
France,Mercedes-Benz,GX,2017,4.5,2489
Germany,Mercedes-Benz,GX,2017,2.2,6299
USA,Mercedes-Benz,GX,2017,2.6,14153
France,Mercedes-Benz,GX,2011,1.9,17373
Germany,Mercedes-Benz,GX,2011,4.8,1498
USA,Mercedes-Benz,GX,2011,3.9,6678
France,Mercedes-Benz,GX,2021,4.0,3988
Germany,Mercedes-Benz,GX,2021,4.1,13973
USA,Mercedes-Benz,GX,2021,2.7,6807
France,Mercedes-Benz,GX,2022,1.1,2769
Germany,Mercedes-Benz,GX,2022,1.2,6049
USA,Mercedes-Benz,GX,2022,4.1,14769
France,Mercedes-Benz,GX,2019,2.7,6205
Germany,Mercedes-Benz,GX,2019,1.7,13588
USA,Mercedes-Benz,GX,2019,3.4,12200
France,Mercedes-Benz,GX,2020,1.6,7182
Germany,Mercedes-Benz,GX,2020,2.3,11335
USA,Mercedes-Benz,GX,2020,4.8,11249
France,Mercedes-Benz,GX,2012,1.8,10303
Germany,Mercedes-Benz,GX,2012,2.2,17006
USA,Mercedes-Benz,GX,2012,1.7,3349
France,Mercedes-Benz,GX,2014,1.5,16093
Germany,Mercedes-Benz,GX,2014,3.5,6725
USA,Mercedes-Benz,GX,2014,1.8,5277
France,Mercedes-Benz,GX,2016,1.3,17402
Germany,Mercedes-Benz,GX,2016,1.4,14660
USA,Mercedes-Benz,GX,2016,4.3,15334
France,Mercedes-Benz,GX,2018,2.9,8138
Germany,Mercedes-Benz,GX,2018,2.7,3677
USA,Mercedes-Benz,GX,2018,1.2,13572
France,Mercedes-Benz,GX,2013,2.0,18467
Germany,Mercedes-Benz,GX,2013,2.3,9700
USA,Mercedes-Benz,GX,2013,4.2,7952
France,Mercedes-Benz,GX,2010,1.7,6360
Germany,Mercedes-Benz,GX,2010,3.6,814
USA,Mercedes-Benz,GX,2010,3.1,9183
France,Mercedes-Benz,GX,2015,2.8,8775
Germany,Mercedes-Benz,GX,2015,4.1,12382
USA,Mercedes-Benz,GX,2015,4.7,13727
France,Mercedes-Benz,XC40,2017,1.4,930
Germany,Mercedes-Benz,XC40,2017,1.2,8966
USA,Mercedes-Benz,XC40,2017,1.2,1245
France,Mercedes-Benz,XC40,2011,3.6,11569
Germany,Mercedes-Benz,XC40,2011,1.7,10127
USA,Mercedes-Benz,XC40,2011,4.7,17026
France,Mercedes-Benz,XC40,2021,3.5,6828
Germany,Mercedes-Benz,XC40,2021,3.9,2017
USA,Mercedes-Benz,XC40,2021,2.5,792
France,Mercedes-Benz,XC40,2022,2.9,7458
Germany,Mercedes-Benz,XC40,2022,1.8,9367
USA,Mercedes-Benz,XC40,2022,2.8,3617
France,Mercedes-Benz,XC40,2019,3.3,9717
Germany,Mercedes-Benz,XC40,2019,1.7,2441
USA,Mercedes-Benz,XC40,2019,3.0,11712
France,Mercedes-Benz,XC40,2020,2.1,12840
Germany,Mercedes-Benz,XC40,2020,3.7,11740
USA,Mercedes-Benz,XC40,2020,2.2,1136
France,Mercedes-Benz,XC40,2012,1.3,17774
Germany,Mercedes-Benz,XC40,2012,3.5,2365
USA,Mercedes-Benz,XC40,2012,2.3,15039
France,Mercedes-Benz,XC40,2014,2.5,15425
Germany,Mercedes-Benz,XC40,2014,1.6,18260
USA,Mercedes-Benz,XC40,2014,2.0,2992
France,Mercedes-Benz,XC40,2016,1.6,9878
Germany,Mercedes-Benz,XC40,2016,2.6,8661
USA,Mercedes-Benz,XC40,2016,4.6,9509
France,Mercedes-Benz,XC40,2018,2.8,16057
Germany,Mercedes-Benz,XC40,2018,4.8,4550
USA,Mercedes-Benz,XC40,2018,2.2,8954
France,Mercedes-Benz,XC40,2013,1.7,17929
Germany,Mercedes-Benz,XC40,2013,3.1,3589
USA,Mercedes-Benz,XC40,2013,4.7,2313
France,Mercedes-Benz,XC40,2010,4.0,2464
Germany,Mercedes-Benz,XC40,2010,1.8,863
USA,Mercedes-Benz,XC40,2010,2.3,12574
France,Mercedes-Benz,XC40,2015,3.9,16955
Germany,Mercedes-Benz,XC40,2015,2.6,6999
USA,Mercedes-Benz,XC40,2015,1.9,11312
France,Mercedes-Benz,GLE,2017,2.1,3486
Germany,Mercedes-Benz,GLE,2017,4.1,11306
USA,Mercedes-Benz,GLE,2017,1.3,8402
France,Mercedes-Benz,GLE,2011,1.9,16962
Germany,Mercedes-Benz,GLE,2011,1.4,5381
USA,Mercedes-Benz,GLE,2011,2.0,685
France,Mercedes-Benz,GLE,2021,1.5,1385
Germany,Mercedes-Benz,GLE,2021,4.8,8700
USA,Mercedes-Benz,GLE,2021,1.8,9091
France,Mercedes-Benz,GLE,2022,1.2,11438
Germany,Mercedes-Benz,GLE,2022,4.8,11961
